,State,County,"Population Estimate, 2012","Population Estimate, 2016",PercChangeInPop2012-2016
2272, Pennsylvania,Fulton ,14749,14640,-0.74
2273, Pennsylvania,Greene ,38063,37197,-2.28
2274, Pennsylvania,Huntingdon ,46052,45634,-0.91
2275, Pennsylvania,Indiana ,88255,86364,-2.14
2276, Pennsylvania,Jefferson ,44839,44073,-1.71
2277, Pennsylvania,Juniata ,24900,24863,-0.15
2278, Pennsylvania,Lackawanna ,214583,211321,-1.52
2279, Pennsylvania,Lancaster ,526864,538500,2.21
2280, Pennsylvania,Lawrence ,89713,87294,-2.7
2281, Pennsylvania,Lebanon ,135633,138863,2.38
2282, Pennsylvania,Lehigh ,355403,363147,2.18
2283, Pennsylvania,Luzerne ,321420,316383,-1.57
2284, Pennsylvania,Lycoming ,117319,115248,-1.77
2285, Pennsylvania,McKean ,43234,41883,-3.12
2286, Pennsylvania,Mercer ,115806,112913,-2.5
2287, Pennsylvania,Mifflin ,46832,46342,-1.05
2288, Pennsylvania,Monroe ,168567,166098,-1.46
2289, Pennsylvania,Montgomery ,809540,821725,1.51
2290, Pennsylvania,Montour ,18454,18343,-0.6
2291, Pennsylvania,Northampton ,299293,302294,1.0
2292, Pennsylvania,Northumberland ,94512,92541,-2.09
2293, Pennsylvania,Perry ,45720,45820,0.22
2294, Pennsylvania,Philadelphia ,1550379,1567872,1.13
2295, Pennsylvania,Pike ,56758,55562,-2.11
2296, Pennsylvania,Potter ,17610,16885,-4.12
2297, Pennsylvania,Schuylkill ,147302,143573,-2.53
2298, Pennsylvania,Snyder ,39803,40468,1.67
2299, Pennsylvania,Somerset ,77191,75061,-2.76
2300, Pennsylvania,Sullivan ,6446,6137,-4.79
2301, Pennsylvania,Susquehanna ,42758,40862,-4.43
2302, Pennsylvania,Tioga ,42606,41467,-2.67
2303, Pennsylvania,Union ,45143,45565,0.93
2304, Pennsylvania,Venango ,54232,52582,-3.04
2305, Pennsylvania,Warren ,41239,40025,-2.94
2306, Pennsylvania,Washington ,208480,207981,-0.24
2307, Pennsylvania,Wayne ,51695,50710,-1.91
2308, Pennsylvania,Westmoreland ,363179,355458,-2.13
2309, Pennsylvania,Wyoming ,28345,27521,-2.91
2310, Pennsylvania,York ,437641,443744,1.39
2311, Rhode Island,Bristol ,49264,49067,-0.4
2312, Rhode Island,Kent ,165134,164614,-0.31
2313, Rhode Island,Newport ,82948,82784,-0.2
2314, Rhode Island,Providence ,629364,633673,0.68
2315, Rhode Island,Washington ,126191,126288,0.08
2316, South Carolina,Abbeville ,25054,24872,-0.73
2317, South Carolina,Aiken ,163284,167458,2.56
2318, South Carolina,Allendale ,9988,9045,-9.44
2319, South Carolina,Anderson ,189328,196569,3.82
2320, South Carolina,Bamberg ,15708,14434,-8.11
2321, South Carolina,Barnwell ,22295,21483,-3.64
2322, South Carolina,Beaufort ,167460,183149,9.37
2323, South Carolina,Berkeley ,189560,210898,11.26
2324, South Carolina,Calhoun ,14915,14796,-0.8
2325, South Carolina,Charleston ,365097,396484,8.6
2326, South Carolina,Cherokee ,55860,56646,1.41
2327, South Carolina,Chester ,32659,32181,-1.46
2328, South Carolina,Chesterfield ,46096,46013,-0.18
2329, South Carolina,Clarendon ,34265,33951,-0.92
2330, South Carolina,Colleton ,38224,37923,-0.79
2331, South Carolina,Darlington ,68123,67234,-1.3
2332, South Carolina,Dillon ,31534,30858,-2.14
2333, South Carolina,Dorchester ,142466,153773,7.94
2334, South Carolina,Edgefield ,26342,26358,0.06
2335, South Carolina,Fairfield ,23393,22653,-3.16
2336, South Carolina,Florence ,138030,138742,0.52
2337, South Carolina,Georgetown ,60232,61399,1.94
2338, South Carolina,Greenville ,466431,498766,6.93
2339, South Carolina,Greenwood ,69913,70133,0.31
2340, South Carolina,Hampton ,20725,19922,-3.87
2341, South Carolina,Horry ,281772,322342,14.4
2342, South Carolina,Jasper ,25952,28465,9.68
2343, South Carolina,Kershaw ,62206,64097,3.04
2344, South Carolina,Lancaster ,79184,89594,13.15
2345, South Carolina,Laurens ,66243,66777,0.81
2346, South Carolina,Lee ,18672,17635,-5.55
2347, South Carolina,Lexington ,269949,286196,6.02
2348, South Carolina,McCormick ,9944,9643,-3.03
2349, South Carolina,Marion ,32425,31726,-2.16
2350, South Carolina,Marlboro ,28159,26945,-4.31
2351, South Carolina,Newberry ,37561,38079,1.38
2352, South Carolina,Oconee ,74603,76355,2.35
2353, South Carolina,Orangeburg ,91397,87903,-3.82
2354, South Carolina,Pickens ,119634,122863,2.7
2355, South Carolina,Richland ,393501,409549,4.08
2356, South Carolina,Saluda ,19977,20197,1.1
2357, South Carolina,Spartanburg ,288422,301463,4.52
2358, South Carolina,Sumter ,107943,107396,-0.51
2359, South Carolina,Union ,28221,27673,-1.94
2360, South Carolina,Williamsburg ,33628,31955,-4.98
2361, South Carolina,York ,234385,258526,10.3
2362, South Dakota,Aurora ,2748,2736,-0.44
2363, South Dakota,Beadle ,18004,18101,0.54
2364, South Dakota,Bennett ,3440,3460,0.58
2365, South Dakota,Bon Homme ,7039,6984,-0.78
2366, South Dakota,Brookings ,32700,34135,4.39
2367, South Dakota,Brown ,37597,39128,4.07
2368, South Dakota,Brule ,5320,5238,-1.54
2369, South Dakota,Buffalo ,2016,2043,1.34
2370, South Dakota,Butte ,10244,10205,-0.38
2371, South Dakota,Campbell ,1389,1378,-0.79
2372, South Dakota,Charles Mix ,9202,9396,2.11
2373, South Dakota,Clark ,3587,3656,1.92
2374, South Dakota,Clay ,14125,14086,-0.28
2375, South Dakota,Codington ,27607,28063,1.65
2376, South Dakota,Corson ,4085,4132,1.15
2377, South Dakota,Custer ,8319,8596,3.33
2378, South Dakota,Davison ,19788,19903,0.58
2379, South Dakota,Day ,5632,5571,-1.08
2380, South Dakota,Deuel ,4371,4231,-3.2
2381, South Dakota,Dewey ,5545,5742,3.55
2382, South Dakota,Douglas ,2961,2932,-0.98
2383, South Dakota,Edmunds ,4027,3952,-1.86
2384, South Dakota,Fall River ,6989,6849,-2.0
2385, South Dakota,Faulk ,2371,2354,-0.72
2386, South Dakota,Grant ,7257,7148,-1.5
2387, South Dakota,Gregory ,4256,4171,-2.0
2388, South Dakota,Haakon ,1913,1892,-1.1
2389, South Dakota,Hamlin ,5954,6028,1.24
2390, South Dakota,Hand ,3390,3319,-2.09
2391, South Dakota,Hanson ,3382,3374,-0.24
2392, South Dakota,Harding ,1318,1278,-3.03
2393, South Dakota,Hughes ,17433,17600,0.96
2394, South Dakota,Hutchinson ,7223,7368,2.01
2395, South Dakota,Hyde ,1430,1352,-5.45
2396, South Dakota,Jackson ,3175,3326,4.76
2397, South Dakota,Jerauld ,2040,2004,-1.76
2398, South Dakota,Jones ,1007,927,-7.94
2399, South Dakota,Kingsbury ,5234,5001,-4.45
2400, South Dakota,Lake ,11827,12909,9.15
2401, South Dakota,Lawrence ,24385,25281,3.67
2402, South Dakota,Lincoln ,48329,54469,12.7
2403, South Dakota,Lyman ,3781,3894,2.99
2404, South Dakota,McCook ,5600,5625,0.45
2405, South Dakota,McPherson ,2428,2438,0.41
2406, South Dakota,Marshall ,4662,4801,2.98
2407, South Dakota,Meade ,25930,27693,6.8
2408, South Dakota,Mellette ,2091,2102,0.53
2409, South Dakota,Miner ,2321,2281,-1.72
2410, South Dakota,Minnehaha ,175494,187318,6.74
2411, South Dakota,Moody ,6457,6505,0.74
2412, South Dakota,Oglala Lakota ,14071,14415,2.44
2413, South Dakota,Pennington ,104393,109372,4.77
2414, South Dakota,Perkins ,3030,2983,-1.55
2415, South Dakota,Potter ,2351,2299,-2.21
2416, South Dakota,Roberts ,10341,10255,-0.83
2417, South Dakota,Sanborn ,2325,2396,3.05
2418, South Dakota,Spink ,6650,6420,-3.46
2419, South Dakota,Stanley ,2963,2993,1.01
2420, South Dakota,Sully ,1441,1421,-1.39
2421, South Dakota,Todd ,9938,10155,2.18
2422, South Dakota,Tripp ,5485,5492,0.13
2423, South Dakota,Turner ,8330,8317,-0.16
2424, South Dakota,Union ,14770,14934,1.11
2425, South Dakota,Walworth ,5470,5610,2.56
2426, South Dakota,Yankton ,22595,22616,0.09
2427, South Dakota,Ziebach ,2865,2801,-2.23
2428, Tennessee,Anderson ,75326,75936,0.81
2429, Tennessee,Bedford ,45307,47484,4.8
2430, Tennessee,Benton ,16354,16014,-2.08
2431, Tennessee,Bledsoe ,12791,14675,14.73
2432, Tennessee,Blount ,124069,128670,3.71
2433, Tennessee,Bradley ,101101,104490,3.35
2434, Tennessee,Campbell ,40460,39714,-1.84
2435, Tennessee,Cannon ,13868,14027,1.15
2436, Tennessee,Carroll ,28707,28092,-2.14
2437, Tennessee,Carter ,57309,56502,-1.41
2438, Tennessee,Cheatham ,39245,39880,1.62
2439, Tennessee,Chester ,17213,17453,1.39
2440, Tennessee,Claiborne ,31770,31757,-0.04
2441, Tennessee,Clay ,7801,7752,-0.63
2442, Tennessee,Cocke ,35450,35219,-0.65
2443, Tennessee,Coffee ,53132,54682,2.92
2444, Tennessee,Crockett ,14607,14411,-1.34
2445, Tennessee,Cumberland ,57073,58655,2.77
2446, Tennessee,Davidson ,649004,684410,5.46
2447, Tennessee,Decatur ,11660,11769,0.93
2448, Tennessee,DeKalb ,18911,19361,2.38
2449, Tennessee,Dickson ,50177,52170,3.97
2450, Tennessee,Dyer ,38246,37708,-1.41
2451, Tennessee,Fayette ,38662,39590,2.4
2452, Tennessee,Fentress ,17924,18033,0.61
2453, Tennessee,Franklin ,40786,41700,2.24
2454, Tennessee,Gibson ,49689,49401,-0.58
2455, Tennessee,Giles ,29006,29307,1.04
2456, Tennessee,Grainger ,22649,23072,1.87
2457, Tennessee,Greene ,68654,68615,-0.06
2458, Tennessee,Grundy ,13653,13389,-1.93
2459, Tennessee,Hamblen ,62712,63785,1.71
2460, Tennessee,Hamilton ,345783,357738,3.46
2461, Tennessee,Hancock ,6675,6577,-1.47
2462, Tennessee,Hardeman ,26528,25435,-4.12
2463, Tennessee,Hardin ,26005,25679,-1.25
2464, Tennessee,Hawkins ,56561,56563,0.0
2465, Tennessee,Haywood ,18281,17853,-2.34
2466, Tennessee,Henderson ,28006,27822,-0.66
2467, Tennessee,Henry ,32373,32310,-0.19
2468, Tennessee,Hickman ,24132,24295,0.68
2469, Tennessee,Houston ,8408,8134,-3.26
2470, Tennessee,Humphreys ,18271,18347,0.42
2471, Tennessee,Jackson ,11524,11566,0.36
2472, Tennessee,Jefferson ,52428,53535,2.11
2473, Tennessee,Johnson ,18121,17754,-2.03
2474, Tennessee,Knox ,440793,456132,3.48
2475, Tennessee,Lake ,7710,7560,-1.95
2476, Tennessee,Lauderdale ,27676,26773,-3.26
2477, Tennessee,Lawrence ,42133,43081,2.25
2478, Tennessee,Lewis ,11918,11904,-0.12
2479, Tennessee,Lincoln ,33442,33645,0.61
2480, Tennessee,Loudon ,49732,51454,3.46
2481, Tennessee,McMinn ,52429,52850,0.8
2482, Tennessee,McNairy ,26160,25935,-0.86
2483, Tennessee,Macon ,22501,23450,4.22
2484, Tennessee,Madison ,98523,97663,-0.87
2485, Tennessee,Marion ,28218,28446,0.81
2486, Tennessee,Marshall ,30928,31915,3.19
2487, Tennessee,Maury ,81969,89981,9.77
2488, Tennessee,Meigs ,11701,12005,2.6
2489, Tennessee,Monroe ,45150,45970,1.82
2490, Tennessee,Montgomery ,185225,195734,5.67
2491, Tennessee,Moore ,6336,6323,-0.21
2492, Tennessee,Morgan ,21947,21554,-1.79
2493, Tennessee,Obion ,31346,30578,-2.45
2494, Tennessee,Overton ,22222,22051,-0.77
2495, Tennessee,Perry ,7854,7964,1.4
2496, Tennessee,Pickett ,5070,5142,1.42
2497, Tennessee,Polk ,16606,16772,1.0
2498, Tennessee,Putnam ,73487,75931,3.33
2499, Tennessee,Rhea ,32338,32442,0.32
2500, Tennessee,Roane ,53506,52874,-1.18
2501, Tennessee,Robertson ,66743,69165,3.63
2502, Tennessee,Rutherford ,274386,308251,12.34
2503, Tennessee,Scott ,22175,21947,-1.03
2504, Tennessee,Sequatchie ,14426,14897,3.26
2505, Tennessee,Sevier ,92299,96673,4.74
2506, Tennessee,Shelby ,938965,934603,-0.46
2507, Tennessee,Smith ,19114,19447,1.74
2508, Tennessee,Stewart ,13311,13182,-0.97
2509, Tennessee,Sullivan ,156547,156667,0.08
2510, Tennessee,Sumner ,166101,180063,8.41
2511, Tennessee,Tipton ,61609,61303,-0.5
2512, Tennessee,Trousdale ,7774,8271,6.39
2513, Tennessee,Unicoi ,18227,17719,-2.79
2514, Tennessee,Union ,19120,19140,0.1
2515, Tennessee,Van Buren ,5635,5689,0.96
2516, Tennessee,Warren ,39745,40516,1.94
2517, Tennessee,Washington ,124907,127440,2.03
2518, Tennessee,Wayne ,16996,16713,-1.67
2519, Tennessee,Weakley ,34594,33507,-3.14
2520, Tennessee,White ,26096,26653,2.13
2521, Tennessee,Williamson ,193095,219107,13.47
2522, Tennessee,Wilson ,119109,132781,11.48
2523, Texas,Anderson ,58019,57734,-0.49
2524, Texas,Andrews ,16107,17760,10.26
2525, Texas,Angelina ,87520,87791,0.31
2526, Texas,Aransas ,23665,25721,8.69
2527, Texas,Archer ,8785,8703,-0.93
2528, Texas,Armstrong ,1945,1876,-3.55
2529, Texas,Atascosa ,46455,48797,5.04
2530, Texas,Austin ,28547,29758,4.24
2531, Texas,Bailey ,7134,7181,0.66
2532, Texas,Bandera ,20607,21776,5.67
2533, Texas,Bastrop ,74738,82733,10.7
2534, Texas,Baylor ,3618,3697,2.18
2535, Texas,Bee ,32448,32750,0.93
2536, Texas,Bell ,323105,340411,5.36
2537, Texas,Bexar ,1788530,1928680,7.84
2538, Texas,Blanco ,10641,11392,7.06
2539, Texas,Borden ,613,633,3.26
2540, Texas,Bosque ,18118,18097,-0.12
2541, Texas,Bowie ,93136,93860,0.78
2542, Texas,Brazoria ,324373,354195,9.19
2543, Texas,Brazos ,200247,220417,10.07
2544, Texas,Brewster ,9243,9200,-0.47
2545, Texas,Briscoe ,1566,1474,-5.87
2546, Texas,Brooks ,7189,7214,0.35
2547, Texas,Brown ,37852,38271,1.11
2548, Texas,Burleson ,17329,17760,2.49
2549, Texas,Burnet ,43506,46243,6.29
2550, Texas,Caldwell ,38699,41161,6.36
2551, Texas,Calhoun ,21573,21965,1.82
2552, Texas,Callahan ,13516,13820,2.25
2553, Texas,Cameron ,415445,422135,1.61
2554, Texas,Camp ,12467,12867,3.21
2555, Texas,Carson ,6109,6057,-0.85
2556, Texas,Cass ,30205,30375,0.56
2557, Texas,Castro ,8187,7669,-6.33
2558, Texas,Chambers ,36408,39899,9.59
2559, Texas,Cherokee ,51200,51668,0.91
2560, Texas,Childress ,7089,7052,-0.52
2561, Texas,Clay ,10513,10193,-3.04
2562, Texas,Cochran ,3021,2882,-4.6
2563, Texas,Coke ,3218,3264,1.43
2564, Texas,Coleman ,8677,8420,-2.96
2565, Texas,Collin ,837229,939585,12.23
2566, Texas,Collingsworth ,3022,3016,-0.2
2567, Texas,Colorado ,20684,21019,1.62
2568, Texas,Comal ,115005,134788,17.2
2569, Texas,Comanche ,13705,13484,-1.61
2570, Texas,Concho ,4073,4279,5.06
2571, Texas,Cooke ,38771,39266,1.28
2572, Texas,Coryell ,76837,74686,-2.8
2573, Texas,Cottle ,1485,1402,-5.59
2574, Texas,Crane ,4562,4830,5.87
2575, Texas,Crockett ,3717,3675,-1.13
2576, Texas,Crosby ,6097,5992,-1.72
2577, Texas,Culberson ,2309,2198,-4.81
2578, Texas,Dallam ,6978,7056,1.12
2579, Texas,Dallas ,2452421,2574984,5.0
2580, Texas,Dawson ,13647,13111,-3.93
2581, Texas,Deaf Smith ,19327,18830,-2.57
2582, Texas,Delta ,5301,5215,-1.62
2583, Texas,Denton ,707475,806180,13.95
2584, Texas,DeWitt ,20478,20865,1.89
2585, Texas,Dickens ,2315,2184,-5.66
2586, Texas,Dimmit ,10487,10794,2.93
2587, Texas,Donley ,3651,3405,-6.74
2588, Texas,Duval ,11586,11428,-1.36
2589, Texas,Eastland ,18408,18274,-0.73
2590, Texas,Ector ,144513,157462,8.96
2591, Texas,Edwards ,1974,1911,-3.19
2592, Texas,Ellis ,153730,168499,9.61
2593, Texas,El Paso ,830853,837918,0.85
2594, Texas,Erath ,39488,41659,5.5
2595, Texas,Falls ,17554,17273,-1.6
2596, Texas,Fannin ,33695,34031,1.0
2597, Texas,Fayette ,24706,25149,1.79
2598, Texas,Fisher ,3840,3854,0.36
2599, Texas,Floyd ,6372,5917,-7.14
2600, Texas,Foard ,1310,1183,-9.69
2601, Texas,Fort Bend ,625796,741237,18.45
2602, Texas,Franklin ,10609,10607,-0.02
2603, Texas,Freestone ,19431,19624,0.99
2604, Texas,Frio ,17876,18956,6.04
2605, Texas,Gaines ,18377,20478,11.43
2606, Texas,Galveston ,301067,329431,9.42
2607, Texas,Garza ,6450,6442,-0.12
2608, Texas,Gillespie ,25167,26521,5.38
2609, Texas,Glasscock ,1259,1314,4.37
2610, Texas,Goliad ,7329,7517,2.57
2611, Texas,Gonzales ,19910,20876,4.85
2612, Texas,Gray ,22834,22725,-0.48
2613, Texas,Grayson ,121636,128235,5.43
2614, Texas,Gregg ,122835,123745,0.74
2615, Texas,Grimes ,26703,27671,3.63
2616, Texas,Guadalupe ,139741,155265,11.11
2617, Texas,Hale ,36284,34263,-5.57
2618, Texas,Hall ,3280,3138,-4.33
2619, Texas,Hamilton ,8289,8304,0.18
2620, Texas,Hansford ,5529,5538,0.16
2621, Texas,Hardeman ,4062,3906,-3.84
2622, Texas,Hardin ,55114,56322,2.19
2623, Texas,Harris ,4259206,4589928,7.76
2624, Texas,Harrison ,66283,66534,0.38
2625, Texas,Hartley ,6152,5747,-6.58
2626, Texas,Haskell ,5907,5681,-3.83
2627, Texas,Hays ,168408,204470,21.41
2628, Texas,Hemphill ,4070,4129,1.45
2629, Texas,Henderson ,78951,79901,1.2
2630, Texas,Hidalgo ,806388,849843,5.39
2631, Texas,Hill ,35083,35077,-0.02
2632, Texas,Hockley ,23108,23275,0.72
2633, Texas,Hood ,52127,56857,9.07
2634, Texas,Hopkins ,35391,36400,2.85
2635, Texas,Houston ,23143,22754,-1.68
2636, Texas,Howard ,35490,36708,3.43
2637, Texas,Hudspeth ,3351,4053,20.95
2638, Texas,Hunt ,87117,92073,5.69
2639, Texas,Hutchinson ,21960,21511,-2.04
2640, Texas,Irion ,1573,1557,-1.02
2641, Texas,Jack ,8999,8744,-2.83
2642, Texas,Jackson ,14279,14869,4.13
2643, Texas,Jasper ,35859,35648,-0.59
2644, Texas,Jeff Davis ,2303,2200,-4.47
2645, Texas,Jefferson ,251250,254679,1.36
2646, Texas,Jim Hogg ,5261,5146,-2.19
2647, Texas,Jim Wells ,41672,41149,-1.26
2648, Texas,Johnson ,153313,163274,6.5
2649, Texas,Jones ,19873,20009,0.68
2650, Texas,Karnes ,14859,15254,2.66
2651, Texas,Kaufman ,106664,118350,10.96
2652, Texas,Kendall ,35766,42540,18.94
2653, Texas,Kenedy ,440,404,-8.18
2654, Texas,Kent ,836,769,-8.01
2655, Texas,Kerr ,49751,51504,3.52
2656, Texas,Kimble ,4541,4423,-2.6
2657, Texas,King ,272,289,6.25
2658, Texas,Kinney ,3626,3590,-0.99
2659, Texas,Kleberg ,32114,31690,-1.32
2660, Texas,Knox ,3761,3806,1.2
2661, Texas,Lamar ,49837,49791,-0.09
2662, Texas,Lamb ,13917,13275,-4.61
2663, Texas,Lampasas ,20117,20760,3.2
2664, Texas,La Salle ,7141,7613,6.61
2665, Texas,Lavaca ,19439,19809,1.9
2666, Texas,Lee ,16553,17055,3.03
2667, Texas,Leon ,16748,17299,3.29
2668, Texas,Liberty ,76425,81704,6.91
2669, Texas,Limestone ,23639,23468,-0.72
2670, Texas,Lipscomb ,3457,3487,0.87
2671, Texas,Live Oak ,11683,12056,3.19
2672, Texas,Llano ,19102,20362,6.6
2673, Texas,Loving ,81,113,39.51
2674, Texas,Lubbock ,286241,303137,5.9
2675, Texas,Lynn ,5773,5711,-1.07
2676, Texas,McCulloch ,8273,8172,-1.22
2677, Texas,McLennan ,239385,247934,3.57
2678, Texas,McMullen ,735,804,9.39
2679, Texas,Madison ,13715,13987,1.98
2680, Texas,Marion ,10317,10147,-1.65
2681, Texas,Martin ,5004,5723,14.37
2682, Texas,Mason ,4042,4111,1.71
2683, Texas,Matagorda ,36560,37187,1.71
2684, Texas,Maverick ,55696,57685,3.57
2685, Texas,Medina ,46811,49283,5.28
2686, Texas,Menard ,2227,2123,-4.67
2687, Texas,Midland ,147139,162565,10.48
2688, Texas,Milam ,24138,24871,3.04
2689, Texas,Mills ,4830,4907,1.59
2690, Texas,Mitchell ,9320,8720,-6.44
2691, Texas,Montague ,19470,19414,-0.29
2692, Texas,Montgomery ,484674,556203,14.76
2693, Texas,Moore ,22413,22120,-1.31
2694, Texas,Morris ,12743,12593,-1.18
2695, Texas,Motley ,1196,1160,-3.01
2696, Texas,Nacogdoches ,65854,65806,-0.07
2697, Texas,Navarro ,48095,48523,0.89
2698, Texas,Newton ,14320,14003,-2.21
2699, Texas,Nolan ,14881,14993,0.75
2700, Texas,Nueces ,347816,361350,3.89
2701, Texas,Ochiltree ,10559,10306,-2.4
2702, Texas,Oldham ,2044,2076,1.57
2703, Texas,Orange ,82984,84964,2.39
2704, Texas,Palo Pinto ,27846,28053,0.74
2705, Texas,Panola ,24010,23492,-2.16
2706, Texas,Parker ,119778,129441,8.07
2707, Texas,Parmer ,10159,9776,-3.77
2708, Texas,Pecos ,15570,15970,2.57
2709, Texas,Polk ,45835,47916,4.54
2710, Texas,Potter ,122792,120832,-1.6
2711, Texas,Presidio ,7557,6958,-7.93
2712, Texas,Rains ,10944,11314,3.38
2713, Texas,Randall ,124894,132501,6.09
2714, Texas,Reagan ,3464,3608,4.16
2715, Texas,Real ,3370,3389,0.56
2716, Texas,Red River ,12722,12207,-4.05
2717, Texas,Reeves ,13925,14921,7.15
2718, Texas,Refugio ,7251,7321,0.97
2719, Texas,Roberts ,950,916,-3.58
2720, Texas,Robertson ,16449,16751,1.84
2721, Texas,Rockwall ,82871,93978,13.4
2722, Texas,Runnels ,10423,10448,0.24
2723, Texas,Rusk ,53800,52732,-1.99
2724, Texas,Sabine ,10469,10303,-1.59
2725, Texas,San Augustine ,8830,8320,-5.78
2726, Texas,San Jacinto ,27003,27707,2.61
2727, Texas,San Patricio ,65336,67655,3.55
2728, Texas,San Saba ,5983,5944,-0.65
2729, Texas,Schleicher ,3255,3056,-6.11
2730, Texas,Scurry ,17083,17333,1.46
2731, Texas,Shackelford ,3344,3315,-0.87
2732, Texas,Shelby ,26024,25579,-1.71
2733, Texas,Sherman ,3061,3068,0.23
2734, Texas,Smith ,214774,225290,4.9
2735, Texas,Somervell ,8591,8775,2.14
2736, Texas,Starr ,61883,64122,3.62
2737, Texas,Stephens ,9475,9906,4.55
2738, Texas,Sterling ,1191,1367,14.78
2739, Texas,Stonewall ,1467,1426,-2.79
2740, Texas,Sutton ,3932,3869,-1.6
2741, Texas,Swisher ,7878,7466,-5.23
2742, Texas,Tarrant ,1882352,2016872,7.15
2743, Texas,Taylor ,134151,136535,1.78
2744, Texas,Terrell ,917,812,-11.45
2745, Texas,Terry ,12604,12799,1.55
2746, Texas,Throckmorton ,1604,1533,-4.43
2747, Texas,Titus ,32654,32592,-0.19
2748, Texas,Tom Green ,113420,118386,4.38
2749, Texas,Travis ,1096122,1199323,9.42
2750, Texas,Trinity ,14313,14442,0.9
2751, Texas,Tyler ,21444,21320,-0.58
2752, Texas,Upshur ,39943,40969,2.57
2753, Texas,Upton ,3258,3673,12.74
2754, Texas,Uvalde ,26761,27285,1.96
2755, Texas,Val Verde ,48866,48881,0.03
2756, Texas,Van Zandt ,52273,54355,3.98
2757, Texas,Victoria ,89076,92467,3.81
2758, Texas,Walker ,68492,71484,4.37
2759, Texas,Waller ,44321,50115,13.07
2760, Texas,Ward ,10865,11600,6.76
2761, Texas,Washington ,33939,35056,3.29
2762, Texas,Webb ,259738,271193,4.41
2763, Texas,Wharton ,41171,41735,1.37
2764, Texas,Wheeler ,5593,5546,-0.84
2765, Texas,Wichita ,131804,131838,0.03
2766, Texas,Wilbarger ,13265,12892,-2.81
2767, Texas,Willacy ,22139,21810,-1.49
2768, Texas,Williamson ,456352,528718,15.86
2769, Texas,Wilson ,44466,48480,9.03
2770, Texas,Winkler ,7338,7893,7.56
2771, Texas,Wise ,60412,64455,6.69
2772, Texas,Wood ,42170,44227,4.88
2773, Texas,Yoakum ,8057,8488,5.35
2774, Texas,Young ,18301,18152,-0.81
2775, Texas,Zapata ,14235,14349,0.8
2776, Texas,Zavala ,11963,12023,0.5
2777, Utah,Beaver ,6493,6463,-0.46
2778, Utah,Box Elder ,50259,53139,5.73
2779, Utah,Cache ,115931,122753,5.88
2780, Utah,Carbon ,21242,20399,-3.97
2781, Utah,Daggett ,1093,1095,0.18
2782, Utah,Davis ,316165,342281,8.26
2783, Utah,Duchesne ,19003,20337,7.02
2784, Utah,Emery ,10919,10216,-6.44
2785, Utah,Garfield ,5085,4986,-1.95
2786, Utah,Grand ,9314,9579,2.85
2787, Utah,Iron ,46706,49937,6.92
2788, Utah,Juab ,10282,11010,7.08
2789, Utah,Kane ,7199,7334,1.88
2790, Utah,Millard ,12524,12694,1.36
2791, Utah,Morgan ,9822,11437,16.44
2792, Utah,Piute ,1523,1466,-3.74
2793, Utah,Rich ,2269,2319,2.2
2794, Utah,Salt Lake ,1064462,1121354,5.34
2795, Utah,San Juan ,14900,16895,13.39
2796, Utah,Sanpete ,27997,29409,5.04
2797, Utah,Sevier ,20716,21267,2.66
2798, Utah,Summit ,37867,40307,6.44
2799, Utah,Tooele ,59872,64833,8.29
2800, Utah,Uintah ,34682,36373,4.88
2801, Utah,Utah ,540170,592299,9.65
2802, Utah,Wasatch ,25385,30528,20.26
2803, Utah,Washington ,144613,160245,10.81
2804, Utah,Wayne ,2724,2702,-0.81
2805, Utah,Weber ,236565,247560,4.65
2806, Vermont,Addison ,36855,36959,0.28
2807, Vermont,Bennington ,36704,36191,-1.4
2808, Vermont,Caledonia ,31090,30333,-2.43
2809, Vermont,Chittenden ,158772,161531,1.74
2810, Vermont,Essex ,6219,6176,-0.69
2811, Vermont,Franklin ,48259,48915,1.36
2812, Vermont,Grand Isle ,6975,6919,-0.8
2813, Vermont,Lamoille ,24941,25333,1.57
2814, Vermont,Orange ,28947,28919,-0.1
2815, Vermont,Orleans ,27170,26863,-1.13
2816, Vermont,Rutland ,60895,59310,-2.6
2817, Vermont,Washington ,59377,58504,-1.47
2818, Vermont,Windham ,44007,43145,-1.96
2819, Vermont,Windsor ,56233,55496,-1.31
2820, Virginia,Accomack ,33324,32947,-1.13
2821, Virginia,Albemarle ,101920,106878,4.86
2822, Virginia,Alleghany ,16239,15595,-3.97
2823, Virginia,Amelia ,12731,12913,1.43
2824, Virginia,Amherst ,32458,31633,-2.54
2825, Virginia,Appomattox ,15154,15475,2.12
2826, Virginia,Arlington ,221625,230050,3.8
2827, Virginia,Augusta ,73807,74997,1.61
2828, Virginia,Bath ,4644,4476,-3.62
2829, Virginia,Bedford ,75776,77960,2.88
2830, Virginia,Bland ,6699,6513,-2.78
2831, Virginia,Botetourt ,33182,33231,0.15
2832, Virginia,Brunswick ,17040,16243,-4.68
2833, Virginia,Buchanan ,23920,22178,-7.28
2834, Virginia,Buckingham ,17048,17048,0.0
2835, Virginia,Campbell ,54910,54952,0.08
2836, Virginia,Caroline ,28987,30178,4.11
2837, Virginia,Carroll ,29920,29531,-1.3
2838, Virginia,Charles City ,7165,7071,-1.31
2839, Virginia,Charlotte ,12414,12129,-2.3
2840, Virginia,Chesterfield ,324124,339009,4.59
